Vault Name,Block Number,Vault Asset,price per share,Total Supply of Shares
USDC yVault,14939812,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0xa354F35829Ae975e850e23e9615b11Da1B3dC4DE,1015635,205058659266323,201901838871708
DAI yVault,14939812,0x6B175474E89094C44Da98b954EedeAC495271d0F,0xdA816459F1AB5631232FE5e97a05BBBb94970c95,1029059225721961211,165955131838525696955975331,161268785790337663965001213
WETH yVault,14939812,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xa258C4606Ca8206D8aA700cE2143D7db854D168c,1013203379863789249,70981829424293404834317,70056842323044658488492
Curve stETH Pool yVault,14939812,0x06325440D014e39736583c165C2963BA99fAf14E,0xdCD90C7f6324cfa40d7169ef80b12031770B4325,1084521310613420654,97343831349494959718677,89757416840832667741413
Curve Iron Bank Pool yVault,14939812,0x5282a4eF67D9C33135340fB3289cc1711c13638C,0x27b7b1ad7288079A66d12350c828D3C00A6F07d7,1118691147824842863,55907849821082150379830003,49976126055692920806282550
Curve DOLA Pool yVault,14939812,0xAA5A67c256e27A5d80712c51971408db3370927D,0xd88dBBA3f9c4391Ee46f5FF548f289054db6E51C,1009184139329641631,12717007137996483114294334,12601275270183946260211031
Curve USDN Pool yVault,14939812,0x4f3E8F405CF5aFC05D68142F3783bDfE13811522,0x3B96d491f067912D18563d56858Ba7d6EC67a6fa,1139496846243159609,12202278567414657137167186,10708479455335664398114255
WBTC yVault,14939812,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,0xA696a63cc78DfFa1a63E9E50587C197387FF6C7E,102100103,35587858677,34855849923
Curve stETH-WETH Pool yVault,14939812,0x828b154032950C8ff7CF8085D841723Db2696056,0x5faF6a2D186448Dfa667c51CB3D695c7A6E52d8E,1001145186478962350,6306246528306713440424,6299032960929319005619
Curve LUSD Pool yVault,14939812,0xEd279fDD11cA84bEef15AF5D39BB4d4bEE23F0cA,0x5fA5B62c8AF877CB37031e0a3B2f34A78e3C56A6,1092354677588973964,4195114896839005804235762,3840432949944783168318261
YFI yVault,14939812,0x0bc529c00C6401aEF6D220BE8C6Ea1667F6Ad93e,0xdb25cA703181E7484a155DD612b06f57E12Be5F0,1010803955187306874,647394727478992752653,640475063593342756775
Curve 3Crypto Pool yVault,14939812,0xc4AD29ba4B3c580e6D59105FFf484999997675Ff,0xE537B5cc158EB71037D4125BDD7538421981E6AA,1095550383646743201,3416585173801058748788,3118601594961173382932
Curve USDP Pool yVault,14939812,0x7Eb40E450b9655f4B3cC4259BCC731c63ff55ae6,0xC4dAf3b5e2A9e93861c3FBDd25f1e943B8D87417,1111166648402484748,2706960263391130810432956,2436142469973253392133289
Curve FRAX Pool yVault,14939812,0xd632f22692FaC7611d2AA1C0D552930D43CAEd3B,0xB4AdA607B9d6b2c9Ee07A275e9616B84AC560139,1110168381911072998,6360038808076367890749962,5728895644756185645661371
Curve alUSD Pool yVault,14939812,0x43b4FdFD4Ff969587185cDB6f0BD875c5Fc83f8c,0xA74d4B67b3368E83797a35382AFB776bAAE4F5C8,1087093055217364576,6188877955666534297548955,5693052610320527092961918
LUSD yVault,14939812,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,0x378cb52b00F9D0921cb46dFc099CFf73b42419dC,1048467451820330551,1512916274352575115055284,1442978770324130495344692
SNX yVault,14939812,0xC011a73ee8576Fb46F5E1c5751cA3B9Fe0af2a6F,0xF29AE508698bDeF169B89834F76704C3B205aedf,1092832480123324347,659456353454330682347250,603437732176401014385272
Curve HBTC Pool yVault,14939812,0xb19059ebb43466C323583928285a49f558E572Fd,0x625b7DF2fa8aBe21B0A976736CDa4775523aeD1E,1048253376150043772,49462767832934667006,47185889364457165536
AAVE yVault,14939812,0x7Fc66500c84A76Ad7e9c93437bFc5Ac33E2DDaE9,0xd9788f3931Ede4D5018184E198699dC6d66C1915,1035761113952396326,13712483235620455390254,13239040403143269912106
Curve MIM Pool yVault,14939812,0x5a6A4D54456819380173272A5E8E9B9904BdF41B,0x2DfB14E32e2F8156ec15a2c21c3A6c053af52Be8,1107926543893247607,943076794331237344175547,851208773297614861673649
Curve BUSD Pool yVault,14939812,0x4807862AA8b2bF68830e4C8dc86D0e9A998e085a,0x6Ede7F19df5df6EF23bD5B9CeDb651580Bdf56Ca,1063040954117269709,856113634345946548606281,805343981367912654761789
Curve sETH Pool yVault,14939812,0xA3D87FffcE63B53E0d54fAa1cc983B7eB0b74A9c,0x986b4AFF588a109c09B50A03f42E4110E29D353F,1933683125459792638,919785421685433957171,475665019555221428920
Curve sBTC Pool yVault,14939812,0x075b1bb99792c9E1041bA13afEf80C91a1e70fB3,0x8414Db07a7F743dEbaFb402070AB01a4E0d2E45e,1021625897404512621,38993151803282553540,38167740170199719300
Curve RAI Pool yVault,14939812,0x6BA5b4e438FA0aAf7C1bD179285aF65d13bD3D90,0x2D5D4869381C4Fce34789BC1D38aCCe747E295AE,1014670443551707331,837861561432941337199115,825747479644847010151362
Curve sUSD Pool yVault,14939812,0xC25a3A3b969415c80451098fa907EC722572917F,0x5a770DbD3Ee6bAF2802D29a901Ef11501C44797A,1093417364428904538,1004010738570221302504054,918231931586909991743790
Curve rETH Pool yVault,14939812,0x53a901d48795C58f485cBB38df08FA96a24669D5,0xBfedbcbe27171C418CDabC2477042554b1904857,1048117699326753236,673433608075413285211,642517160532625185069
Curve 3EUR Pool yVault,14939812,0xb9446c4Ef5EBE66268dA6700D26f96273DE3d571,0x5AB64C599FcC59f0f2726A300b03166A395578Da,1052518978168426884,764391233730231213147013,726249359475123209056124
Curve mUSD Pool yVault,14939812,0x1AEf73d49Dedc4b1778d0706583995958Dc862e6,0x8cc94ccd0f3841a468184aCA3Cc478D2148E1757,1082719137696735878,599624440368963836674424,553813467862535917943564
Curve GUSD Pool yVault,14939812,0xD2967f45c4f384DEEa880F807Be904762a3DeA07,0x2a38B9B0201Ca39B17B460eD2f11e4929559071E,1076360933227094999,552165837291332452849799,512993197956241935306690
Curve CRV-ETH Pool yVault,14939812,0xEd4064f376cB8d68F770FB1Ff088a3d0F3FF5c4d,0x6A5468752f8DB94134B6508dAbAC54D3b45efCE6,1057980577632896281,9516917508586366239729,8995361266346986576165
Curve sAave Pool yVault,14939812,0x02d341CcB60fAaf662bC0554d13778015d1b285C,0xb4D1Be44BfF40ad6e506edf43156577a3f8672eC,1062183756025662299,434377628358174258181128,408947722928347737935024
UNI yVault,14939812,0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984,0xFBEB78a723b8087fD2ea7Ef1afEc93d35E8Bed42,1005778537424014613,96365402712149396121685,95811750923775989804406
