Vault Name,Block Number,Vault Asset,price per share,Total Supply of Shares
SUSHI yVault,14939812,0x6B3595068778DD592e39A122f4f5a5cF09C90fE2,0x6d765CbE5bC922694afE112C140b8878b9FB0390,1088554528625505537,312048036796620803992462,286662751925378666376283
Curve CVX-ETH Pool yVault,14939812,0x3A283D9c08E8b55966afb64C515f5143cf907611,0x1635b506a88fBF428465Ad65d00e8d6B6E5846C3,1039861086979150630,2451100798548932707642,2357142534941378804059
Curve YFI-ETH Pool yVault,14939812,0x29059568bB40344487d62f7450E78b8E6C74e0e5,0x790a60024bC3aea28385b60480f15a0771f26D09,1018291464663362343,46926097988863410001,46083169325569020793
Curve EURT-USD Pool yVault,14939812,0x3b6831c0077a1e44ED0a21841C3bC4dC11bCE833,0xBCBB5b54Fa51e7b7Dc920340043B203447842A6b,1016799230662305706,55865403973386330077278,54942413692620180230235
Curve ankrETH Pool yVault,14939812,0xaA17A236F2bAdc98DDc0Cf999AbB47D47Fc0A6Cf,0x132d8D2C76Db3812403431fAcB00F3453Fc42125,1038518801690273855,94268215116648404083,90771794370231153497
Curve cvxCRV Pool yVault,14939812,0x9D0464996170c6B9e75eED71c68B99dDEDf279e8,0x4560b99C904aAD03027B5178CCa81584744AC01f,1159058164219435504,167873054161742339903837,144835746249883827973085
Curve d3pool Pool yVault,14939812,0xBaaa1F5DbA42C3389bDbc2c9D2dE134F5cD0Dc89,0x16825039dfe2a5b01F3E1E6a2BBF9a576c6F95c4,1017312768725088000,89953265978054857919088,88422428916119546579479
Curve tBTC Pool yVault,14939812,0x64eda51d3Ad40D56b9dFc5554E06F94e1Dd786Fd,0x23D3D0f1c697247d5e0a9efB37d8b0ED0C464f7f,1060035904606302572,4227487281389215615,3988060463819199368
Curve EURS-USDC Pool yVault,14939812,0x3D229E1B4faab62F621eF2F6A610961f7BD7b23B,0x801Ab06154Bf539dea4385a39f5fa8534fB53073,1023476820364618579,17842574750275943018781,17433296382735311245308
TUSD yVault,14939812,0x0000000000085d4780B73119b644AE5ecd22b376,0xFD0877d9095789cAF24c98F7CCe092fa8E120775,1055297594827238398,14419331049695503702125,13663758090963977256204
