Vault Name,Block Number,Vault Asset,price per share,Total Supply of Shares
Curve MIM Pool yVault,14763000,0x5a6A4D54456819380173272A5E8E9B9904BdF41B,0x2DfB14E32e2F8156ec15a2c21c3A6c053af52Be8,1104332659500720841,1049164704023933324304622,950044078654950341384352
Curve BUSD Pool yVault,14763000,0x4807862AA8b2bF68830e4C8dc86D0e9A998e085a,0x6Ede7F19df5df6EF23bD5B9CeDb651580Bdf56Ca,1058102409442055718,416783335966293706142427,393896972776072090933376
Curve sETH Pool yVault,14763000,0xA3D87FffcE63B53E0d54fAa1cc983B7eB0b74A9c,0x986b4AFF588a109c09B50A03f42E4110E29D353F,1933683125459792638,1120447248840569106778,579436844686819259005
Curve sBTC Pool yVault,14763000,0x075b1bb99792c9E1041bA13afEf80C91a1e70fB3,0x8414Db07a7F743dEbaFb402070AB01a4E0d2E45e,1021625897404512621,43410978832001094810,42492050115691736638
Curve RAI Pool yVault,14763000,0x6BA5b4e438FA0aAf7C1bD179285aF65d13bD3D90,0x2D5D4869381C4Fce34789BC1D38aCCe747E295AE,1014286904240269329,680966537764118608089575,671374672114279674821595
Curve sUSD Pool yVault,14763000,0xC25a3A3b969415c80451098fa907EC722572917F,0x5a770DbD3Ee6bAF2802D29a901Ef11501C44797A,1090947123296620336,1127178068868025508697393,1033210542287258270328196
Curve rETH Pool yVault,14763000,0x53a901d48795C58f485cBB38df08FA96a24669D5,0xBfedbcbe27171C418CDabC2477042554b1904857,1048117699326753236,695549713804020707177,663617945055979248122
Curve 3EUR Pool yVault,14763000,0xb9446c4Ef5EBE66268dA6700D26f96273DE3d571,0x5AB64C599FcC59f0f2726A300b03166A395578Da,1050993718369227678,20263295521852669599848,19280130002388760192814
Curve mUSD Pool yVault,14763000,0x1AEf73d49Dedc4b1778d0706583995958Dc862e6,0x8cc94ccd0f3841a468184aCA3Cc478D2148E1757,1080953346944413122,679780645660756916447490,628871400955765682838339
Curve GUSD Pool yVault,14763000,0xD2967f45c4f384DEEa880F807Be904762a3DeA07,0x2a38B9B0201Ca39B17B460eD2f11e4929559071E,1074802202394158751,853719148962639169646946,794303497946831983216348
Curve CRV-ETH Pool yVault,14763000,0xEd4064f376cB8d68F770FB1Ff088a3d0F3FF5c4d,0x6A5468752f8DB94134B6508dAbAC54D3b45efCE6,1046219528199091525,8113708554684488959358,7755263915452820372256
Curve sAave Pool yVault,14763000,0x02d341CcB60fAaf662bC0554d13778015d1b285C,0xb4D1Be44BfF40ad6e506edf43156577a3f8672eC,1062183756025662299,454561358376808598591853,427949830524264223246704
UNI yVault,14763000,0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984,0xFBEB78a723b8087fD2ea7Ef1afEc93d35E8Bed42,1005778537424014613,170784330856916155841817,169803117189522162827818
SUSHI yVault,14763000,0x6B3595068778DD592e39A122f4f5a5cF09C90fE2,0x6d765CbE5bC922694afE112C140b8878b9FB0390,1086902988116623282,408609919400678259597438,375939641226595785882049
Curve CVX-ETH Pool yVault,14763000,0x3A283D9c08E8b55966afb64C515f5143cf907611,0x1635b506a88fBF428465Ad65d00e8d6B6E5846C3,1021167785069633685,2306008011665426807523,2258206775988511570827
Curve YFI-ETH Pool yVault,14763000,0x29059568bB40344487d62f7450E78b8E6C74e0e5,0x790a60024bC3aea28385b60480f15a0771f26D09,1000458071583421951,41826852461278670493,41807701541234444854
Curve EURT-USD Pool yVault,14763000,0x3b6831c0077a1e44ED0a21841C3bC4dC11bCE833,0xBCBB5b54Fa51e7b7Dc920340043B203447842A6b,1016799230662305706,59877180709718965116237,58887909140841075211887
Curve ankrETH Pool yVault,14763000,0xaA17A236F2bAdc98DDc0Cf999AbB47D47Fc0A6Cf,0x132d8D2C76Db3812403431fAcB00F3453Fc42125,1038518801690273855,140701708134163662282,135483062901856165928
Curve cvxCRV Pool yVault,14763000,0x9D0464996170c6B9e75eED71c68B99dDEDf279e8,0x4560b99C904aAD03027B5178CCa81584744AC01f,1159058164219435504,165199325480433231163759,142528934768072020986942
Curve d3pool Pool yVault,14763000,0xBaaa1F5DbA42C3389bDbc2c9D2dE134F5cD0Dc89,0x16825039dfe2a5b01F3E1E6a2BBF9a576c6F95c4,1016155929751512180,88736512541627458559247,87325684910707382874745
Curve tBTC Pool yVault,14763000,0x64eda51d3Ad40D56b9dFc5554E06F94e1Dd786Fd,0x23D3D0f1c697247d5e0a9efB37d8b0ED0C464f7f,1060035904606302572,5114551388451127447,4824885049861280197
Curve EURS-USDC Pool yVault,14763000,0x3D229E1B4faab62F621eF2F6A610961f7BD7b23B,0x801Ab06154Bf539dea4385a39f5fa8534fB53073,1023476820364618579,13088022452549473659963,12787805441345317624823
TUSD yVault,14763000,0x0000000000085d4780B73119b644AE5ecd22b376,0xFD0877d9095789cAF24c98F7CCe092fa8E120775,1055297594827238398,14894023131947952740589,14113576307720322990033
