Vault Name,Block Number,Vault Asset,price per share,Total Supply of Shares
USDC yVault,14763000,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0xa354F35829Ae975e850e23e9615b11Da1B3dC4DE,1015491,279722166382717,275454844431868
DAI yVault,14763000,0x6B175474E89094C44Da98b954EedeAC495271d0F,0xdA816459F1AB5631232FE5e97a05BBBb94970c95,1028847318860800500,199095677746962407399705663,193513336816013384701925739
WETH yVault,14763000,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xa258C4606Ca8206D8aA700cE2143D7db854D168c,1013019540118916331,86876913906607798737229,85760353543041718706751
Curve stETH Pool yVault,14763000,0x06325440D014e39736583c165C2963BA99fAf14E,0xdCD90C7f6324cfa40d7169ef80b12031770B4325,1083830630749912509,154357243253517431009458,142418232954641830468657
Curve Iron Bank Pool yVault,14763000,0x5282a4eF67D9C33135340fB3289cc1711c13638C,0x27b7b1ad7288079A66d12350c828D3C00A6F07d7,1117130310406110656,155033502634563433305290580,138778351272381165538019265
Curve DOLA Pool yVault,14763000,0xAA5A67c256e27A5d80712c51971408db3370927D,0xd88dBBA3f9c4391Ee46f5FF548f289054db6E51C,1007547876536796983,3153162755836295344968478,3129541364003993971541672
Curve USDN Pool yVault,14763000,0x4f3E8F405CF5aFC05D68142F3783bDfE13811522,0x3B96d491f067912D18563d56858Ba7d6EC67a6fa,1129426418807573820,20165466254237165509908032,17854608249316026990401948
WBTC yVault,14763000,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,0xA696a63cc78DfFa1a63E9E50587C197387FF6C7E,102086098,44067544616,43167037882
Curve stETH-WETH Pool yVault,14763000,0x828b154032950C8ff7CF8085D841723Db2696056,0x5faF6a2D186448Dfa667c51CB3D695c7A6E52d8E,1000000000000000000,4173569615683123737,4173569615683123737
Curve LUSD Pool yVault,14763000,0xEd279fDD11cA84bEef15AF5D39BB4d4bEE23F0cA,0x5fA5B62c8AF877CB37031e0a3B2f34A78e3C56A6,1091947084574790996,6268399341217666244008199,5740570609846546318907272
YFI yVault,14763000,0x0bc529c00C6401aEF6D220BE8C6Ea1667F6Ad93e,0xdb25cA703181E7484a155DD612b06f57E12Be5F0,1010803955187306874,1009064568141617492264,998279204353363392405
Curve 3Crypto Pool yVault,14763000,0xc4AD29ba4B3c580e6D59105FFf484999997675Ff,0xE537B5cc158EB71037D4125BDD7538421981E6AA,1092767655240069782,3573631551947853665653,3270257437444708843749
Curve USDP Pool yVault,14763000,0x7Eb40E450b9655f4B3cC4259BCC731c63ff55ae6,0xC4dAf3b5e2A9e93861c3FBDd25f1e943B8D87417,1106255893658467639,2672879673639470485421083,2416149544568811799567439
Curve FRAX Pool yVault,14763000,0xd632f22692FaC7611d2AA1C0D552930D43CAEd3B,0xB4AdA607B9d6b2c9Ee07A275e9616B84AC560139,1110168381911072998,7005172365322493019415003,6310008895464673025030941
Curve alUSD Pool yVault,14763000,0x43b4FdFD4Ff969587185cDB6f0BD875c5Fc83f8c,0xA74d4B67b3368E83797a35382AFB776bAAE4F5C8,1087093055217364576,6829641080946808413251073,6282480647051157609219830
LUSD yVault,14763000,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,0x378cb52b00F9D0921cb46dFc099CFf73b42419dC,1042563626742402317,1392864120569610855639800,1335999151362836813287904
SNX yVault,14763000,0xC011a73ee8576Fb46F5E1c5751cA3B9Fe0af2a6F,0xF29AE508698bDeF169B89834F76704C3B205aedf,1087763448058314357,682608073152364640678797,627533563819263785656367
Curve HBTC Pool yVault,14763000,0xb19059ebb43466C323583928285a49f558E572Fd,0x625b7DF2fa8aBe21B0A976736CDa4775523aeD1E,1045742474036444188,223985287676247052828,214187807454821952742
AAVE yVault,14763000,0x7Fc66500c84A76Ad7e9c93437bFc5Ac33E2DDaE9,0xd9788f3931Ede4D5018184E198699dC6d66C1915,1033453025697175454,13163502357262176163668,12737397859357927779181
